English,Arabic
Two young kids wakeboarding with one hand each in the air .,اثنين من الأطفال الصغار يتجولان بيد واحدة في الهواء.
A man in street racer armor is examining the tire of another racer 's motorbike .,يقوم رجل في شارع Racer Armor بفحص إطار دراجة نارية أخرى للمتسابق.
The two racers drove the white bike down the road .,قاد المتسابقان الدراجة البيضاء على الطريق.
Two motorists are riding along on their vehicle that is oddly designed and colored .,يركب سائقان سيارات على سيارتهما مصممة وتلوين بشكل غريب.
Two people are in a small race car driving by a green hill .,شخصان في سيارة سباق صغيرة يقودها تلة أخضر.
Two people in racing uniforms in a street car .,شخصان يرتدون الزي الرسمي في سيارة الشارع.
A black dog carries an orange tennis ball in his mouth as he swims .,يحمل كلب أسود كرة تنس برتقالية في فمه وهو يسبح.
A black dog swims in the water .,كلب أسود يسبح في الماء.
"""A black dog , with a tennis ball in its mouth , swims through water .""","""كلب أسود ، مع كرة تنس في فمه ، يسبح عبر الماء."""
A dog swims holding a tennis ball in its mouth .,كلب يسبح يحمل كرة تنس في فمه.
The dog is swimming with the ball .,الكلب يسبح مع الكرة.
A boy wearing black sandals runs along the grass .,صبي يرتدي الصنادل السوداء يمتد على طول العشب.
A child runs through a field .,يركض الطفل عبر حقل.
A small male child running through the grass with a smile on his face .,طفل صغير يركض عبر العشب بابتسامة على وجهه.
A smiling boy runs through the grass .,صبي مبتسم يمر عبر العشب.
A young boy is walking in a grassy field .,صبي صغير يسير في حقل عشبي.
a boy in blue shirt splashing in water under a dock,صبي يرتدي قميصًا أزرق يتدفق في الماء تحت رصيف
A laughing girl holding a bucket splashes in the ocean,فتاة تضحك تحمل دلو في المحيط
A young girl plays under a pier with a blue bucket .,فتاة صغيرة تلعب تحت رصيف مع دلو أزرق.
Girls with a blue bucket is playing and splashing in the ocean water .,الفتيات مع دلو أزرق يلعبون وينشون في مياه المحيط.
The girl with the blue bucket splashes beneath the pier .,الفتاة مع الدلو الأزرق ينشق تحت الرصيف.
A boy is jumping from a body board into the ocean .,الصبي يقفز من لوحة الجسم إلى المحيط.
A boy splashing through the ocean .,صبي ينطلق عبر المحيط.
A child running through the water .,طفل يركض عبر الماء.
A young boy running with a boogie board into the water,صبي صغير يركض مع لوحة الرقصة في الماء
The little boy runs into the ocean .,الصبي الصغير يركض إلى المحيط.
One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air .,تقوم إحدى الفتاة بصنع اليدين على الترامبولين في الهواء الطلق بينما تقف فتاة أخرى على الترامبولين بيد واحدة في الهواء.
One girl is doing a handstand on a trampoline while another girl watches,فتاة واحدة تقوم بتعريف على اليدين على الترامبولين بينما تشاهد فتاة أخرى
The children are playing on the trampoline .,الأطفال يلعبون على الترامبولين.
Two girls are performing tricks on a trampoline .,فتاتان تؤدي حيلًا على الترامبولين.
Two girls jumping on a trampoline in a backyard .,فتاتان تقفزان على الترامبولين في الفناء الخلفي.
A black and grey dog runs in a field with its tongue hanging out .,يركض كلب أسود ورمادي في حقل مع لسانه معلقة.
A black dog with a red collar runs through grass .,كلب أسود مع طوق أحمر يمر عبر العشب.
A black dog with a red collar walks through the grass with his mouth open and tongue hanging out .,كلب أسود مع طوق أحمر يسير عبر العشب مع فتح فمه واللسان معلقة.
A dog with a red collar and its tongue hanging out runs through tall grass .,كلب مع طوق أحمر ولسانه معلقة يمر عبر العشب طويل القامة.
A dog with red collar is running in the field .,كلب مع ذوي الياقات الحمراء يعمل في الحقل.
A person hanging from a telephone pole near the mountains .,شخص معلق من عمود الهاتف بالقرب من الجبال.
A person is hanging in the air from the power lines .,الشخص معلق في الهواء من خطوط الكهرباء.
A person is hanging upside down from power lines .,الشخص معلق رأسا على عقب من خطوط الكهرباء.
Person hanging upside down from poles,شخص معلق رأسًا على عقب من الأعمدة
Someone is suspended from electrical wires .,يتم تعليق شخص ما من الأسلاك الكهربائية.
Two little puppies chase each other on a stone wall .,اثنين من الجراء الصغيرة تطارد بعضهما البعض على جدار حجري.
Two puppies run across flat stones in garden area .,يركض اثنان من الجراء عبر الحجارة المسطحة في منطقة الحديقة.
Two puppies walking on stones .,اثنين من الجراء المشي على الحجارة.
Two small puppies run along the edge of a stone wall nearby a heavily foliaged area .,يمتد اثنان من الجراء الصغيرة على طول حافة الجدار الحجري بالقرب من منطقة شديدة التحمل.
two small tan puppies walking on a stone path,اثنين من الجراء تان صغيرة تمشي على طريق حجري
dogs running on a cold but sunny morning,الكلاب تعمل على صباح بارد ولكن مشمس
A group of dogs is pulling a sled over snow as the sun sets .,مجموعة من الكلاب تسحب الزلاجة على الثلج أثناء غروب الشمس.
Dogs are pulling a sled across the snow .,الكلاب تسحب الزلاجة عبر الثلج.
Sled dogs trekking through snow near a forest .,كلاب مزلقة في الرحلات عبر الثلج بالقرب من الغابة.
Two dogs walk through the snow .,اثنين من الكلاب تمشي من خلال الثلج.
A girl in a green dress plays with a Hello Kitty balloon .,فتاة ترتدي ثوبًا أخضر تلعب مع بالون Hello Kitty.
